_dataset,actionability_score,activity_tags,address,aggregator_domain,ai_source_file,ai_source_kind,ai_source_record_id,candidate_id,candidate_status,capacity_max_detected,capacity_text,category,city,confidence_score,constraints_tags,contact,dedupe_key,department,description,email_questions,evidence_text,fit_beyond_score,formal_completeness_score,formal_extraction_status,formal_scrape_checked_at,formal_scrape_content_type,geo_status,is_aggregator,last_seen_at,lat,lon,missing_formal_fields,name,observation_count,page_type,price_score,price_text,rental_decision_needed,rental_email_question,rental_negative_signals,rental_positive_signals,rental_possible_confidence,rental_possible_status,source_confidence,source_domain,source_reliability,source_url,space_tags,specific_rental_page_url,website
candidate,50,,Gentilly,,ai_classify_retry_chunk_0.jsonl,extracted_from_listing,venue_venue_ville-gentilly.fr_pdf pratique_gentilly,venue_venue_ville-gentilly.fr_pdf pratique_gentilly_x5_83aa383453,new,0,,multi venue listing,Gentilly,0.65,,,salle_de_quartier_saint_loi_gentilly,94,Guide PDF municipal listant plusieurs locaux associatifs avec noms et adresses partielles.,"capacity, email, phone, postal_code, price, rental_page_url","Salle de quartier Saint Éloi | 7, rue Saint-Éloi",50,2/8,ai_adaptive_extracted,2026-06-20,multi_venue_listing,in_scope,no,2026-06-20,,,"capacity, email, phone, postal_code, price, rental_page_url",Salle de quartier Saint Éloi,1,multi_venue_listing,0,,yes,Guide PDF municipal listant plusieurs locaux associatifs avec noms et adresses partielles.,,,0.55,unclear,0.65,ville-gentilly.fr,S3,https://www.ville-gentilly.fr/sites/default/files/guidevieassociative.pdf,,,https://www.ville-gentilly.fr/sites/default/files/guidevieassociative.pdf
candidate,50,,Gentilly,,ai_classify_retry_chunk_0.jsonl,extracted_from_listing,venue_venue_ville-gentilly.fr_pdf pratique_gentilly,venue_venue_ville-gentilly.fr_pdf pratique_gentilly_x6_4a24650286,new,0,,multi venue listing,Gentilly,0.65,,,salle_de_quartier_gabriel_p_ri_gentilly,94,Guide PDF municipal listant plusieurs locaux associatifs avec noms et adresses partielles.,"capacity, email, phone, postal_code, price, rental_page_url","Salle de quartier Gabriel Péri | 162, rue Gabriel-Péri",50,2/8,ai_adaptive_extracted,2026-06-20,multi_venue_listing,in_scope,no,2026-06-20,,,"capacity, email, phone, postal_code, price, rental_page_url",Salle de quartier Gabriel Péri,1,multi_venue_listing,0,,yes,Guide PDF municipal listant plusieurs locaux associatifs avec noms et adresses partielles.,,,0.55,unclear,0.65,ville-gentilly.fr,S3,https://www.ville-gentilly.fr/sites/default/files/guidevieassociative.pdf,,,https://www.ville-gentilly.fr/sites/default/files/guidevieassociative.pdf
candidate,50,,Gentilly,,ai_classify_retry_chunk_0.jsonl,extracted_from_listing,venue_venue_ville-gentilly.fr_pdf pratique_gentilly,venue_venue_ville-gentilly.fr_pdf pratique_gentilly_x7_5ead9343b6,new,0,,multi venue listing,Gentilly,0.65,,,salle_de_quartier_des_tanneurs_gentilly,94,Guide PDF municipal listant plusieurs locaux associatifs avec noms et adresses partielles.,"capacity, email, phone, postal_code, price, rental_page_url","Salle de quartier des Tanneurs | 1, allée des Tanneurs",50,2/8,ai_adaptive_extracted,2026-06-20,multi_venue_listing,in_scope,no,2026-06-20,,,"capacity, email, phone, postal_code, price, rental_page_url",Salle de quartier des Tanneurs,1,multi_venue_listing,0,,yes,Guide PDF municipal listant plusieurs locaux associatifs avec noms et adresses partielles.,,,0.55,unclear,0.65,ville-gentilly.fr,S3,https://www.ville-gentilly.fr/sites/default/files/guidevieassociative.pdf,,,https://www.ville-gentilly.fr/sites/default/files/guidevieassociative.pdf
candidate,58,,Gentilly,,ai_classify_retry_chunk_0.jsonl,extracted_from_listing,venue_venue_ville-gentilly.fr_pdf pratique_gentilly,venue_venue_ville-gentilly.fr_pdf pratique_gentilly_x8_51c767ac60,new,0,,multi venue listing,Gentilly,0.65,,sports@ville-gentilly.fr,gymnase_pierre_curie_gentilly,94,Guide PDF municipal listant plusieurs locaux associatifs avec noms et adresses partielles.,"capacity, phone, postal_code, price, rental_page_url","Gymnase Pierre Curie | 25, rue Jean-Louis; Service municipal des Sports ... sports@ville-gentilly.fr",58,3/8,ai_adaptive_extracted,2026-06-20,multi_venue_listing,in_scope,no,2026-06-20,,,"capacity, phone, postal_code, price, rental_page_url",Gymnase Pierre Curie,1,multi_venue_listing,0,,yes,Guide PDF municipal listant plusieurs locaux associatifs avec noms et adresses partielles.,,,0.55,unclear,0.65,ville-gentilly.fr,S3,https://www.ville-gentilly.fr/sites/default/files/guidevieassociative.pdf,,,https://www.ville-gentilly.fr/sites/default/files/guidevieassociative.pdf
candidate,75,,Gentilly,,ai_classify_retry_chunk_0.jsonl,single,venue_venue_dojodeparis.com_dojo de paris_gentilly,venue_venue_dojodeparis.com_dojo de paris_gentilly,to_contact,0,,venue with rental page,Gentilly,0.75,,,dojo_de_paris_gentilly,94,"Site officiel d'un lieu événementiel avec espaces à réserver, adresse et capacités, mais pas de tarif ni contact direct visible.","capacity, email, phone, postal_code, price","Site officiel d'un lieu événementiel avec espaces à réserver, adresse et capacités, mais pas de tarif ni contact direct visible.",75,3/8,ai_adaptive_extracted,2026-06-20,venue_with_rental_page,in_scope,no,2026-06-20,48.82305,2.316144,"capacity, email, phone, postal_code, price",Dojo de Paris,1,venue_with_rental_page,0,,no,,,"Site officiel d'un lieu événementiel avec espaces à réserver, adresse et capacités, mais pas de tarif ni contact direct visible.",0.85,possible,0.75,dojodeparis.com,S3,https://www.dojodeparis.com,,https://www.dojodeparis.com,https://www.dojodeparis.com
candidate,55,,,,ai_classify_retry_chunk_0.jsonl,single,venue_venue_fr.mappy.com_location de salles a villejuif 94800 france_villejuif,venue_venue_fr.mappy.com_location de salles a villejuif 94800 france_villejuif,new,0,,multi venue listing,Villejuif,0.75,,,location_de_salles_villejuif_94800_france_villejuif,94,Annuaire Mappy listant plusieurs lieux de location de salles avec nom et adresse.,"capacity, email, phone, price, rental_page_url",Annuaire Mappy listant plusieurs lieux de location de salles avec nom et adresse.,55,3/8,ai_adaptive_extracted,2026-06-20,multi_venue_listing,in_scope,no,2026-06-20,48.782135,2.365218,"capacity, email, phone, price, rental_page_url","Location de salles à Villejuif 94800, France",1,multi_venue_listing,0,,yes,Annuaire Mappy listant plusieurs lieux de location de salles avec nom et adresse.,,,0.55,unclear,0.75,fr.mappy.com,S4,https://fr.mappy.com/activite/location-de-salles/94800-villejuif,,,https://fr.mappy.com/activite/location-de-salles/94800-villejuif
candidate,75,,Villejuif,,ai_classify_retry_chunk_4.jsonl,single,venue_venue_fr.mappy.com_espace formations parisvillejuif_villejuif,venue_venue_fr.mappy.com_espace formations parisvillejuif_villejuif,to_contact,0,,venue with rental page,Villejuif,0.75,,,espace_formations_paris_villejuif_villejuif,94,Fiche Mappy d'un établissement proposant location de salles de formation/réunion.,"capacity, email, phone, postal_code, price",Fiche Mappy d'un établissement proposant location de salles de formation/réunion.,75,3/8,ai_adaptive_extracted,2026-06-20,venue_with_rental_page,in_scope,no,2026-06-20,48.783434,2.366931,"capacity, email, phone, postal_code, price",Espace Formations Paris-Villejuif,1,venue_with_rental_page,0,,no,,,Fiche Mappy d'un établissement proposant location de salles de formation/réunion.,0.85,possible,0.75,fr.mappy.com,S4,https://fr.mappy.com/poi/63e0c848692e9b6d11b7334e,,https://fr.mappy.com/poi/63e0c848692e9b6d11b7334e,https://fr.mappy.com/poi/63e0c848692e9b6d11b7334e
candidate,70,,94800 Villejuif,,ai_classify_retry_chunk_0.jsonl,extracted_from_listing,venue_venue_fr.mappy.com_location de salles a villejuif 94800 france_villejuif,venue_venue_fr.mappy.com_location de salles a villejuif 94800 france_villejuif_x1_efa49f9f46,to_contact,0,,multi venue listing,Villejuif,0.65,,,les_esseli_res_villejuif,94,Annuaire Mappy listant plusieurs lieux de location de salles avec nom et adresse.,"capacity, email, phone, price","Les Esselières — 6 r 12 Février, 94800 Villejuif",70,4/8,ai_adaptive_extracted,2026-06-20,multi_venue_listing,in_scope,no,2026-06-20,48.782135,2.365218,"capacity, email, phone, price",Les Esselières,1,multi_venue_listing,0,,no,,,Annuaire Mappy listant plusieurs lieux de location de salles avec nom et adresse.,0.85,possible,0.65,fr.mappy.com,S4,https://fr.mappy.com/activite/location-de-salles/94800-villejuif,,https://fr.mappy.com/poi/58112d6d0351d122439f93c9,https://fr.mappy.com/activite/location-de-salles/94800-villejuif
candidate,75,,,,ai_classify_retry_chunk_0.jsonl,single,venue_venue_leboncoin.fr_location salle malakoff_malakoff,venue_venue_leboncoin.fr_location salle malakoff_malakoff,to_contact,0,,venue with rental page,Malakoff,0.75,,,location_salle_malakoff_malakoff,92,"Annonce de location d'une salle précise avec adresse, surface, capacité et tarif, sans contact public direct.","capacity, email, phone, price","Annonce de location d'une salle précise avec adresse, surface, capacité et tarif, sans contact public direct.",75,4/8,ai_adaptive_extracted,2026-06-20,venue_with_rental_page,in_scope,no,2026-06-20,48.813571,2.294355,"capacity, email, phone, price",Location salle Malakoff,1,venue_with_rental_page,0,,no,,,"Annonce de location d'une salle précise avec adresse, surface, capacité et tarif, sans contact public direct.",0.85,possible,0.75,leboncoin.fr,S4,https://www.leboncoin.fr/ad/locations/3010019425,,https://www.leboncoin.fr/ad/locations/3010019425,https://www.leboncoin.fr/ad/locations/3010019425
candidate,75,,,,ai_classify_retry_chunk_0.jsonl,single,venue_venue_consistoire.org_location de salles_le kremlin-bicêtre,venue_venue_consistoire.org_location de salles_le kremlin-bicêtre,to_contact,0,,venue with rental page,Le Kremlin-Bicêtre,0.75,,,centre_communautaire_rina_et_chamma_weniger_le_kremlin_bic_tre,94,"Page officielle de location de plusieurs espaces d'un même centre avec adresse, téléphone et email.","capacity, email, phone, price","Page officielle de location de plusieurs espaces d'un même centre avec adresse, téléphone et email.",75,4/8,ai_adaptive_extracted,2026-06-20,venue_with_rental_page,in_scope,no,2026-06-20,48.816169,2.364421,"capacity, email, phone, price",Centre communautaire Rina et Chammaï WENIGER,1,venue_with_rental_page,0,,no,,,"Page officielle de location de plusieurs espaces d'un même centre avec adresse, téléphone et email.",0.85,possible,0.75,consistoire.org,S4,https://www.consistoire.org/kremlinbicetre/salle,,https://www.consistoire.org/kremlinbicetre/salle,https://www.consistoire.org/kremlinbicetre/salle
candidate,75,,,,ai_classify_retry_chunk_0.jsonl,single,venue_venue_studiodiabolo.fr_studiodiabolo cours de danse location de salle le kremlin_le kremlin-bicêtre,venue_venue_studiodiabolo.fr_studiodiabolo cours de danse location de salle le kremlin_le kremlin-bicêtre,to_contact,0,,venue rental mentioned,Le Kremlin-Bicêtre,0.75,,,studiodiabolo_le_kremlin_bic_tre,94,"Site officiel d'une école de danse indiquant aussi la location du studio, avec adresse, téléphone et email.","capacity, email, phone, price","Site officiel d'une école de danse indiquant aussi la location du studio, avec adresse, téléphone et email.",75,4/8,ai_adaptive_extracted,2026-06-20,venue_rental_mentioned,in_scope,no,2026-06-20,48.812177,2.357722,"capacity, email, phone, price",StudioDiabolo,1,venue_rental_mentioned,0,,no,,,"Site officiel d'une école de danse indiquant aussi la location du studio, avec adresse, téléphone et email.",0.85,possible,0.75,studiodiabolo.fr,S4,https://www.studiodiabolo.fr,,https://www.studiodiabolo.fr,https://www.studiodiabolo.fr
candidate,55,,Malakoff,,ai_classify_retry_chunk_0.jsonl,single,venue_venue_neo-nomade.com_salles de reunion formation en location a malakoff_malakoff,venue_venue_neo-nomade.com_salles de reunion formation en location a malakoff_malakoff,new,0,,multi venue listing,Malakoff,0.75,,,salles_de_r_union_formation_en_location_malakoff_malakoff,92,Listing de salles de réunion à Malakoff; plusieurs noms et capacités sont visibles mais les adresses/contacts manquent.,"capacity, email, phone, postal_code, price, rental_page_url",Listing de salles de réunion à Malakoff; plusieurs noms et capacités sont visibles mais les adresses/contacts manquent.,55,2/8,ai_adaptive_extracted,2026-06-20,multi_venue_listing,in_scope,no,2026-06-20,48.816889,2.300557,"capacity, email, phone, postal_code, price, rental_page_url",Salles de réunion / formation en location à Malakoff,1,multi_venue_listing,0,,yes,Listing de salles de réunion à Malakoff; plusieurs noms et capacités sont visibles mais les adresses/contacts manquent.,,,0.55,unclear,0.75,neo-nomade.com,S4,https://www.neo-nomade.com/s/malakoff/salle-reunion-formation-location,,,https://www.neo-nomade.com/s/malakoff/salle-reunion-formation-location
candidate,55,,Malakoff,,ai_classify_retry_chunk_0.jsonl,extracted_from_listing,venue_venue_neo-nomade.com_salles de reunion formation en location a malakoff_malakoff,venue_venue_neo-nomade.com_salles de reunion formation en location a malakoff_malakoff_x0_1d29288239,new,0,22 personnes,multi venue listing,Malakoff,0.65,,,salles_de_r_union_en_location_malakoff,92,Listing de salles de réunion à Malakoff; plusieurs noms et capacités sont visibles mais les adresses/contacts manquent.,"address, email, phone, postal_code, price, rental_page_url",SALLES DE RÉUNION EN LOCATION — capacité indiquée : 22 personnes,55,2/8,ai_adaptive_extracted,2026-06-20,multi_venue_listing,in_scope,no,2026-06-20,48.816889,2.300557,"address, email, phone, postal_code, price, rental_page_url",Salles de réunion en location,1,multi_venue_listing,0,,yes,Listing de salles de réunion à Malakoff; plusieurs noms et capacités sont visibles mais les adresses/contacts manquent.,,,0.55,unclear,0.65,neo-nomade.com,S4,https://www.neo-nomade.com/s/malakoff/salle-reunion-formation-location,,,https://www.neo-nomade.com/s/malakoff/salle-reunion-formation-location
candidate,55,,Malakoff,,ai_classify_retry_chunk_0.jsonl,extracted_from_listing,venue_venue_neo-nomade.com_salles de reunion formation en location a malakoff_malakoff,venue_venue_neo-nomade.com_salles de reunion formation en location a malakoff_malakoff_x1_13cd686094,new,0,6 personnes,multi venue listing,Malakoff,0.65,,,salle_de_r_union_aquarium_malakoff,92,Listing de salles de réunion à Malakoff; plusieurs noms et capacités sont visibles mais les adresses/contacts manquent.,"address, email, phone, postal_code, price, rental_page_url",SALLE DE RÉUNION - AQUARIUM — capacité indiquée : 6 personnes,55,2/8,ai_adaptive_extracted,2026-06-20,multi_venue_listing,in_scope,no,2026-06-20,48.816889,2.300557,"address, email, phone, postal_code, price, rental_page_url",Salle de réunion - Aquarium,1,multi_venue_listing,0,,yes,Listing de salles de réunion à Malakoff; plusieurs noms et capacités sont visibles mais les adresses/contacts manquent.,,,0.55,unclear,0.65,neo-nomade.com,S4,https://www.neo-nomade.com/s/malakoff/salle-reunion-formation-location,,,https://www.neo-nomade.com/s/malakoff/salle-reunion-formation-location
candidate,55,,Malakoff,,ai_classify_retry_chunk_0.jsonl,extracted_from_listing,venue_venue_neo-nomade.com_salles de reunion formation en location a malakoff_malakoff,venue_venue_neo-nomade.com_salles de reunion formation en location a malakoff_malakoff_x2_1d31745554,new,0,12 personnes,multi venue listing,Malakoff,0.65,,,salle_de_r_union_jardin_malakoff,92,Listing de salles de réunion à Malakoff; plusieurs noms et capacités sont visibles mais les adresses/contacts manquent.,"address, email, phone, postal_code, price, rental_page_url",SALLE DE RÉUNION - JARDIN — capacité indiquée : 12 personnes,55,2/8,ai_adaptive_extracted,2026-06-20,multi_venue_listing,in_scope,no,2026-06-20,48.816889,2.300557,"address, email, phone, postal_code, price, rental_page_url",Salle de réunion - Jardin,1,multi_venue_listing,0,,yes,Listing de salles de réunion à Malakoff; plusieurs noms et capacités sont visibles mais les adresses/contacts manquent.,,,0.55,unclear,0.65,neo-nomade.com,S4,https://www.neo-nomade.com/s/malakoff/salle-reunion-formation-location,,,https://www.neo-nomade.com/s/malakoff/salle-reunion-formation-location
candidate,55,,Malakoff,,ai_classify_retry_chunk_0.jsonl,extracted_from_listing,venue_venue_neo-nomade.com_salles de reunion formation en location a malakoff_malakoff,venue_venue_neo-nomade.com_salles de reunion formation en location a malakoff_malakoff_x3_a5c68174ed,new,0,10 personnes,multi venue listing,Malakoff,0.65,,,salle_de_r_union_salle_de_jeux_malakoff,92,Listing de salles de réunion à Malakoff; plusieurs noms et capacités sont visibles mais les adresses/contacts manquent.,"address, email, phone, postal_code, price, rental_page_url",SALLE DE RÉUNION - SALLE DE JEUX — capacité indiquée : 10 personnes,55,2/8,ai_adaptive_extracted,2026-06-20,multi_venue_listing,in_scope,no,2026-06-20,48.816889,2.300557,"address, email, phone, postal_code, price, rental_page_url",Salle de réunion - Salle de jeux,1,multi_venue_listing,0,,yes,Listing de salles de réunion à Malakoff; plusieurs noms et capacités sont visibles mais les adresses/contacts manquent.,,,0.55,unclear,0.65,neo-nomade.com,S4,https://www.neo-nomade.com/s/malakoff/salle-reunion-formation-location,,,https://www.neo-nomade.com/s/malakoff/salle-reunion-formation-location
